StudentID,StudentName,Grade,Email,AssessmentID,Subject,TotalMarks,QuestionID,CorrectAnswer,ResultID,MarksObtained,Percentage,AttemptDate,TeacherName,AttendanceStatus
STU015483,Larry Stahlberg,Grade 11,larry.stahlberg90@school.edu,ASM00484,Accounts,75,Q015483,D,RES015483,29,38.67,2025-03-17,Mr. Joshi,Present
STU015484,Jack Gross,Grade 12,jack.gross719@school.edu,ASM00485,Computer Science,150,Q015484,D,RES015484,71,47.33,2024-05-09,Ms. Patel,Present
STU015485,Luisa Cady,Grade 8,luisa.cady345@school.edu,ASM00486,Economics,150,Q015485,D,RES015485,54,36.0,2025-12-09,Mrs. Singh,Excused
STU015486,Robert Ball,Grade 12,abc@gmail.com,ASM00487,Physics,50,Q015486,D,RES015486,25,50.0,2025-04-01,Mrs. Reddy,Excused
STU015487,Clair Sangi,Grade 12,clair.sangi337@school.edu,ASM00488,Physics,200,Q015487,B,RES015487,12,6.0,2024-06-13,Mr. Kumar,Present
STU015488,William Sachs,Grade 6,william.sachs777@school.edu,ASM00489,Economics,100,Q015488,D,RES015488,22,22.0,2024-01-24,Ms. Nair,Absent
STU015489,Sean Mccracken,Grade 6,sean.mccracken754@school.edu,ASM00490,Geography,50,Q015489,A,RES015489,16,32.0,2025-10-06,Ms. Gupta,Absent
STU015490,Frances Pirrone,Grade 9,frances.pirrone624@school.edu,ASM00491,Economics,50,Q015490,C,RES015490,12,24.0,2024-10-10,Mr. Joshi,Present
STU015491,Margaret Self,Grade 9,margaret.self43@school.edu,ASM00492,History,200,Q015491,A,RES015491,147,73.5,2024-08-23,Mr. Sharma,Absent
STU015492,Tonie Martin,Grade 9,tonie.martin191@school.edu,ASM00493,Physics,150,Q015492,C,RES015492,15,10.0,2024-04-13,Mr. Kumar,Excused
STU015493,Cathleen Radigan,Grade 11,cathleen.radigan724@school.edu,ASM00494,Geography,100,Q015493,B,RES015493,56,56.0,2024-03-27,Mr. Verma,Absent
STU015494,Willian Gonzalis,Class 6,willian.gonzalis521@school.edu,ASM00495,Computer Science,150,Q015494,C,RES015494,104,69.33,2024-10-05,Mr. Verma,Absent
STU015495,Jami Goodman,Grade 6,jami.goodman975@school.edu,ASM00496,Mathematics,75,Q015495,A,RES015495,72,96.0,2025-08-07,Mr. Kumar,Present
STU015496,Doris Davis,Grade 8,doris.davis639@school.edu,ASM00497,Biology,50,Q015496,D,RES015496,50,100.0,2025-05-21,Mr. Kumar,Late
STU015497,Alisa Humphrey,Grade 12,alisa.humphrey283@school.edu,ASM00498,Chemistry,50,Q015497,C,RES015497,10,20.0,2025-09-03,Ms. Nair,Late
STU015498,Thomas Sipes,Grade 7,thomas.sipes63@school.edu,ASM00499,Economics,75,Q015498,A,RES015498,46,61.33,2025-03-15,Ms. Gupta,Present
STU015499,Robin Brown,Grade 8,robin.brown550@school.edu,ASM00500,Economics,100,Q015499,A,RES015499,66,66.0,2024-08-23,Ms. Nair,Excused
STU015500,Regina Thompson,Class 8,regina.thompson663@school.edu,ASM00501,Computer Science,200,Q015500,D,RES015500,13,6.5,2024-03-20,Mrs. Singh,Excused
STU015501,Sean Strickland,Grade 12,sean.strickland49@school.edu,ASM00502,English,100,Q015501,A,RES015501,69,69.0,2024-07-25,Ms. Nair,Excused
STU015503,Joanne Mccracken,Class 6,joanne.mccracken379@school.edu,ASM00504,Computer Science,100,Q015503,C,RES015503,80,80.0,2024-03-25,Mr. Sharma,Late
STU015504,Donald Gervais,Class 6,donald.gervais683@school.edu,ASM00505,Accounts,200,Q015504,C,RES015504,127,63.5,2024-06-19,Mr. Kumar,Present
STU015505,Kenneth Ernst,Class 7,kenneth.ernst219@school.edu,ASM00506,Physics,200,Q015505,A,RES015505,78,39.0,2025-12-15,Ms. Patel,Present
STU015506,James Hafenstein,Class 7,james.hafenstein314@school.edu,ASM00507,English,100,Q015506,D,RES015506,57,57.0,2025-01-09,Mrs. Reddy,Present
STU015507,Maria Dunlap,Class 8,maria.dunlap974@school.edu,ASM00508,Mathematics,50,Q015507,D,RES015507,17,34.0,2024-10-12,Mr. Kumar,Late
STU015508,Seth Darden,Grade 11,seth.darden299@school.edu,ASM00509,Accounts,50,Q015508,D,RES015508,31,62.0,2025-05-21,Mr. Joshi,Late
STU015509,James Lanier,Grade 6,james.lanier317@school.edu,ASM00510,English,150,Q015509,D,RES015509,75,50.0,2025-05-19,Ms. Gupta,Absent
STU015510,Shirley Leach,Grade 9,shirley.leach515@school.edu,ASM00511,Biology,75,Q015510,B,RES015510,25,33.33,2024-06-01,Mrs. Singh,Excused
STU015511,Regina Lewis,Class 7,regina.lewis63@school.edu,ASM00512,Chemistry,75,Q015511,A,RES015511,31,41.33,2024-02-22,Mr. Sharma,Present
STU015512,Robin Dillis,Grade 8,robin.dillis770@school.edu,ASM00513,English,150,Q015512,D,RES015512,23,15.33,2025-11-04,Ms. Nair,Late
STU015513,Gregory Hellyer,Grade 9,gregory.hellyer459@school.edu,ASM00514,Mathematics,50,Q015513,C,RES015513,20,40.0,2024-06-29,Mr. Joshi,Late
STU015514,Lillian Scherer,Class 6,lillian.scherer604@school.edu,ASM00515,Geography,50,Q015514,D,RES015514,24,48.0,2025-11-02,Mr. Shah,Absent
STU015515,Cathy Petrey,Grade 12,cathy.petrey538@school.edu,ASM00516,History,150,Q015515,B,RES015515,22,14.67,2024-11-16,Mrs. Reddy,Absent
STU015516,Aaron Kline,Class 8,aaron.kline440@school.edu,ASM00517,Geography,200,Q015516,C,RES015516,53,26.5,2025-03-29,Mrs. Singh,Absent
STU015517,Earline Maisenbacher,Class 8,earline.maisenbacher649@school.edu,ASM00518,Economics,100,Q015517,C,RES015517,33,33.0,2025-08-23,Mr. Shah,Excused
STU015518,Stanley Tilman,Grade 12,stanley.tilman957@school.edu,ASM00519,Accounts,150,Q015518,D,RES015518,107,71.33,2024-06-12,Mr. Shah,Present
STU015519,Roberta Burkholder,Grade 6,roberta.burkholder121@school.edu,ASM00520,Chemistry,75,Q015519,B,RES015519,68,90.67,2025-01-17,Mr. Kumar,Present
STU015520,Christopher Pacheco,Class 8,christopher.pacheco379@school.edu,ASM00521,English,75,Q015520,B,RES015520,58,77.33,2024-11-10,Mr. Sharma,Late
STU015521,Donald Phillips,Class 8,donald.phillips559@school.edu,ASM00522,Economics,200,Q015521,D,RES015521,95,47.5,2025-05-19,Mr. Sharma,Excused
STU015522,Donald Lemley,Grade 7,donald.lemley908@school.edu,ASM00523,Chemistry,150,Q015522,D,RES015522,30,20.0,2025-04-07,Mrs. Reddy,Present
STU015523,Luis Edwards,Grade 6,luis.edwards456@school.edu,ASM00524,English,100,Q015523,B,RES015523,66,66.0,2025-04-30,Mrs. Singh,Late
STU015524,Kelli Harwood,Class 6,kelli.harwood592@school.edu,ASM00525,Accounts,200,Q015524,C,RES015524,176,88.0,2025-04-20,Ms. Gupta,Late
STU015525,Maynard Ellis,Class 6,maynard.ellis270@school.edu,ASM00526,Geography,75,Q015525,C,RES015525,17,22.67,2025-11-20,Mr. Verma,Late
STU015526,April Hurdle,Grade 9,april.hurdle931@school.edu,ASM00527,Mathematics,150,Q015526,A,RES015526,18,12.0,2025-12-14,Mr. Joshi,Excused
STU015528,April Kelley,Grade 7,april.kelley835@school.edu,ASM00529,Physics,50,Q015528,D,RES015528,6,12.0,2025-02-24,Mr. Sharma,Absent
STU015529,Gloria Mangels,Grade 6,gloria.mangels805@school.edu,ASM00530,Biology,200,Q015529,B,RES015529,136,68.0,2024-04-20,Ms. Patel,Absent
STU015530,Benjamin Toti,Grade 7,abc@gmail.com,ASM00531,Chemistry,75,Q015530,D,RES015530,42,56.0,2024-09-07,Mr. Kumar,Excused
STU015532,Gilbert Boyer,Grade 11,gilbert.boyer151@school.edu,ASM00533,Computer Science,50,Q015532,B,RES015532,8,16.0,2025-03-01,Mr. Joshi,Excused
STU015533,Luisa Larson,Grade 9,luisa.larson425@school.edu,ASM00534,Economics,50,Q015533,B,RES015533,37,74.0,2025-06-03,Ms. Patel,Absent
STU015534,Robert High,Class 7,abc@gmail.com,ASM00535,Computer Science,200,Q015534,D,RES015534,199,99.5,2024-03-04,Mrs. Singh,Present
STU015535,Clyde Hwang,Grade 9,clyde.hwang736@school.edu,ASM00536,Geography,100,Q015535,D,RES015535,10,10.0,2024-07-24,Mrs. Singh,Absent
STU015536,Amparo Tarver,Grade 10,amparo.tarver497@school.edu,ASM00537,Economics,200,Q015536,B,RES015536,126,63.0,2024-12-31,Mr. Kumar,Excused
STU015537,Sonia Sipes,Grade 8,abc@gmail.com,ASM00538,Physics,150,Q015537,A,RES015537,30,20.0,2024-02-06,Mr. Verma,Late
STU015538,Laurie Ayers,Class 7,laurie.ayers738@school.edu,ASM00539,Accounts,150,Q015538,B,RES015538,68,45.33,2024-02-21,Mr. Verma,Excused
STU015539,Randee Siske,Grade 9,randee.siske723@school.edu,ASM00540,English,100,Q015539,C,RES015539,13,13.0,2024-07-06,Mrs. Reddy,Excused
STU015540,Megan Davis,Class 8,megan.davis870@school.edu,ASM00541,Geography,75,Q015540,D,RES015540,24,32.0,2025-07-14,Mr. Verma,Late
STU015541,Donald Harris,Grade 8,donald.harris500@school.edu,ASM00542,Geography,75,Q015541,C,RES015541,22,29.33,2024-06-20,Ms. Patel,Excused
STU015542,David Mathis,Class 6,david.mathis225@school.edu,ASM00543,Accounts,200,Q015542,B,RES015542,70,35.0,2024-05-31,Ms. Patel,Late
STU015543,James Humphrey,Class 8,james.humphrey687@school.edu,ASM00544,Mathematics,50,Q015543,B,RES015543,11,22.0,2025-05-20,Ms. Patel,Late
STU015544,Veronica Nelson,Grade 7,veronica.nelson605@school.edu,ASM00545,Geography,200,Q015544,B,RES015544,72,36.0,2024-02-10,Mr. Sharma,Absent
STU015545,Thomas Howard,Grade 6,thomas.howard50@school.edu,ASM00546,Accounts,100,Q015545,D,RES015545,84,84.0,2024-10-16,Ms. Gupta,Present
STU015546,John Hines,Class 7,john.hines503@school.edu,ASM00547,Chemistry,200,Q015546,D,RES015546,118,59.0,2024-09-06,Ms. Nair,Late
STU015547,Hedy Courtwright,Class 8,hedy.courtwright997@school.edu,ASM00548,Mathematics,150,Q015547,C,RES015547,23,15.33,2024-03-12,Mr. Shah,Absent
STU015548,Daniel Fleischman,Class 6,daniel.fleischman821@school.edu,ASM00549,Mathematics,100,Q015548,C,RES015548,59,59.0,2024-08-25,Mrs. Reddy,Excused
STU015549,Gilbert Little,Grade 7,gilbert.little684@school.edu,ASM00550,History,50,Q015549,B,RES015549,10,20.0,2024-10-27,Ms. Patel,Absent
STU015550,Edmund Mauldin,Grade 6,edmund.mauldin195@school.edu,ASM00551,Computer Science,150,Q015550,C,RES015550,34,22.67,2024-07-04,Ms. Nair,Excused
STU015551,Bonita Tardif,Grade 11,bonita.tardif548@school.edu,ASM00552,History,150,Q015551,C,RES015551,65,43.33,2024-09-24,Mr. Shah,Present
STU015552,Harold Mckissick,Grade 8,harold.mckissick168@school.edu,ASM00553,Economics,75,Q015552,C,RES015552,18,24.0,2024-04-23,Ms. Nair,Late
STU015553,Alfred Ashton,Class 8,alfred.ashton444@school.edu,ASM00554,English,75,Q015553,A,RES015553,73,97.33,2024-07-23,Ms. Patel,Present
STU015554,Margaret Ephriam,Grade 12,margaret.ephriam369@school.edu,ASM00555,Computer Science,75,Q015554,A,RES015554,45,60.0,2024-07-31,Mr. Joshi,Present
STU015555,Gregory Lambert,Grade 8,gregory.lambert711@school.edu,ASM00556,Geography,75,Q015555,B,RES015555,31,41.33,2024-08-09,Mr. Shah,Present
STU015556,Tom Gervais,Grade 8,tom.gervais722@school.edu,ASM00557,Biology,50,Q015556,D,RES015556,39,78.0,2024-01-14,Mr. Sharma,Late
STU015557,John Brown,Class 6,john.brown695@school.edu,ASM00558,Economics,100,Q015557,D,RES015557,79,79.0,2025-02-25,Ms. Gupta,Late
STU015558,Lois Robinson,Class 8,lois.robinson108@school.edu,ASM00559,English,200,Q015558,A,RES015558,68,34.0,2024-01-25,Mr. Shah,Present
STU015559,Ricky Kowalski,Grade 7,ricky.kowalski579@school.edu,ASM00560,Mathematics,150,Q015559,A,RES015559,143,95.33,2025-04-14,Mr. Kumar,Excused
STU015560,Wendell Rodgers,Grade 9,wendell.rodgers690@school.edu,ASM00561,English,150,Q015560,D,RES015560,71,47.33,2024-09-14,Mrs. Singh,Present
STU015561,Ken Spillett,Grade 12,ken.spillett718@school.edu,ASM00562,Chemistry,75,Q015561,D,RES015561,23,30.67,2025-06-15,Mrs. Singh,Present
STU015562,Felix Pellowski,Grade 7,felix.pellowski967@school.edu,ASM00563,Chemistry,50,Q015562,A,RES015562,29,58.0,2025-07-31,Mr. Joshi,Excused
STU015563,Ricky Stockton,Grade 9,ricky.stockton765@school.edu,ASM00564,Chemistry,50,Q015563,A,RES015563,29,58.0,2025-04-10,Mr. Shah,Excused
STU015564,Damon Larson,Grade 9,damon.larson814@school.edu,ASM00565,English,50,Q015564,B,RES015564,33,66.0,2024-01-12,Mr. Shah,Late
STU015565,Linda Azar,Grade 12,linda.azar286@school.edu,ASM00566,Accounts,50,Q015565,C,RES015565,37,74.0,2025-06-17,Ms. Gupta,Excused
STU015566,Manuel Gross,Grade 12,manuel.gross167@school.edu,ASM00567,English,100,Q015566,B,RES015566,62,62.0,2025-02-06,Mrs. Singh,Absent
STU015567,Joey Kowalski,Class 8,joey.kowalski816@school.edu,ASM00568,History,150,Q015567,A,RES015567,117,78.0,2025-12-18,Mr. Shah,Present
STU015568,Kathleen Harmon,Grade 7,kathleen.harmon595@school.edu,ASM00569,Biology,100,Q015568,A,RES015568,6,6.0,2025-05-15,Mr. Shah,Absent
STU015569,Craig Morris,Class 8,craig.morris838@school.edu,ASM00570,Chemistry,75,Q015569,B,RES015569,40,53.33,2024-06-27,Mr. Joshi,Late
STU015570,Cory Terry,Grade 8,cory.terry761@school.edu,ASM00571,Accounts,100,Q015570,A,RES015570,21,21.0,2025-05-04,Mr. Joshi,Late
STU015571,Alejandro Arteaga,Class 7,alejandro.arteaga944@school.edu,ASM00572,History,100,Q015571,A,RES015571,84,84.0,2024-02-03,Mrs. Reddy,Excused
STU015572,Heather Lopez,Grade 12,heather.lopez271@school.edu,ASM00573,Chemistry,200,Q015572,B,RES015572,2,1.0,2025-12-25,Ms. Nair,Absent
STU015573,Christy Curl,Grade 10,abc@gmail.com,ASM00574,Physics,150,Q015573,B,RES015573,107,71.33,2024-05-22,Mrs. Singh,Excused
STU015576,Joey Goldberg,Grade 10,joey.goldberg328@school.edu,ASM00577,Economics,100,Q015576,A,RES015576,73,73.0,2024-06-29,Ms. Gupta,Late
STU015577,Regina Lemley,Grade 9,regina.lemley190@school.edu,ASM00578,Chemistry,200,Q015577,B,RES015577,59,29.5,2025-05-19,Mr. Sharma,Absent
STU015578,Cathleen Caldwell,Grade 11,cathleen.caldwell887@school.edu,ASM00579,Chemistry,150,Q015578,C,RES015578,126,84.0,2024-11-03,Ms. Patel,Absent
STU015579,Joseph Rollinger,Grade 11,joseph.rollinger284@school.edu,ASM00580,Geography,150,Q015579,A,RES015579,44,29.33,2025-10-20,Ms. Patel,Late
STU015580,Melody Martinez,Grade 7,melody.martinez469@school.edu,ASM00581,Accounts,100,Q015580,B,RES015580,71,71.0,2024-03-05,Ms. Patel,Excused
STU015581,Joyce Hines,Grade 11,joyce.hines738@school.edu,ASM00582,Mathematics,200,Q015581,B,RES015581,32,16.0,2025-08-02,Mrs. Reddy,Late
STU015582,Myrtle Miller,Grade 8,myrtle.miller342@school.edu,ASM00583,Geography,150,Q015582,D,RES015582,35,23.33,2025-08-03,Mr. Joshi,Absent
STU015583,Edmund Cole,Grade 11,edmund.cole950@school.edu,ASM00584,Accounts,200,Q015583,A,RES015583,162,81.0,2024-01-16,Mrs. Reddy,Excused
STU015584,Alfredo Gross,Class 6,alfredo.gross180@school.edu,ASM00585,English,200,Q015584,B,RES015584,29,14.5,2024-03-24,Mr. Kumar,Late
STU015585,Curtis Emmons,Class 6,abc@gmail.com,ASM00586,Geography,150,Q015585,C,RES015585,77,51.33,2025-07-20,Mr. Sharma,Absent
STU015586,Nancy Santos,Grade 8,nancy.santos553@school.edu,ASM00587,Economics,50,Q015586,A,RES015586,23,46.0,2025-02-12,Mr. Shah,Present
STU015587,Alice Gervais,Class 6,alice.gervais269@school.edu,ASM00588,History,100,Q015587,A,RES015587,72,72.0,2024-03-07,Mr. Joshi,Excused
STU015588,Freda Phillips,Grade 12,freda.phillips187@school.edu,ASM00589,History,100,Q015588,A,RES015588,76,76.0,2025-07-04,Ms. Gupta,Excused
STU015589,Carmen Emmons,Grade 7,carmen.emmons778@school.edu,ASM00590,Computer Science,50,Q015589,A,RES015589,6,12.0,2025-05-11,Mr. Shah,Excused
STU015590,Ruth Unga,Grade 7,ruth.unga169@school.edu,ASM00591,History,100,Q015590,D,RES015590,0,0.0,2025-02-11,Ms. Nair,Absent
STU015591,Luis Thon,Grade 11,luis.thon425@school.edu,ASM00592,Mathematics,150,Q015591,C,RES015591,109,72.67,2024-09-02,Mrs. Singh,Absent
STU015592,Ruth Higgins,Grade 9,ruth.higgins243@school.edu,ASM00593,Biology,75,Q015592,A,RES015592,57,76.0,2025-10-01,Mrs. Singh,Excused
STU015593,Kathleen Campbell,Class 8,abc@gmail.com,ASM00594,English,75,Q015593,B,RES015593,15,20.0,2024-02-07,Mr. Kumar,Present
STU015595,Frank Kellogg,Class 6,frank.kellogg486@school.edu,ASM00596,Biology,200,Q015595,D,RES015595,23,11.5,2024-11-29,Mrs. Reddy,Late
STU015596,Tomeka Courtwright,Class 8,tomeka.courtwright760@school.edu,ASM00597,History,150,Q015596,D,RES015596,113,75.33,2025-03-07,Ms. Gupta,Excused
STU015597,Grace Moon,Grade 10,grace.moon2@school.edu,ASM00598,Computer Science,75,Q015597,A,RES015597,59,78.67,2024-06-25,Ms. Nair,Excused
STU015598,Jose Howry,Grade 11,jose.howry418@school.edu,ASM00599,Accounts,75,Q015598,B,RES015598,64,85.33,2024-03-20,Mr. Shah,Late
STU015599,Joseph Sangi,Class 7,joseph.sangi906@school.edu,ASM00600,Physics,100,Q015599,B,RES015599,95,95.0,2025-02-21,Mrs. Singh,Absent
STU015601,Donald Lowe,Grade 12,donald.lowe47@school.edu,ASM00602,Geography,150,Q015601,C,RES015601,48,32.0,2025-01-18,Mrs. Singh,Late
STU015602,Wendell Bartolini,Class 8,abc@gmail.com,ASM00603,Accounts,75,Q015602,C,RES015602,23,30.67,2025-09-26,Mrs. Reddy,Present
STU015603,Luis Lambert,Grade 8,luis.lambert420@school.edu,ASM00604,Accounts,50,Q015603,D,RES015603,46,92.0,2024-08-09,Mr. Verma,Absent
STU015604,Diana Boyer,Class 7,diana.boyer579@school.edu,ASM00605,English,200,Q015604,B,RES015604,173,86.5,2025-04-08,Mrs. Reddy,Present
STU015605,Dayna White,Grade 11,dayna.white532@school.edu,ASM00606,Geography,200,Q015605,B,RES015605,192,96.0,2025-09-06,Mrs. Reddy,Present
STU015606,James Mccoy,Grade 10,abc@gmail.com,ASM00607,Computer Science,75,Q015606,D,RES015606,59,78.67,2025-10-24,Ms. Nair,Excused
STU015607,Joanne Burdick,Class 6,joanne.burdick451@school.edu,ASM00608,Biology,200,Q015607,A,RES015607,119,59.5,2024-09-15,Mr. Joshi,Present
STU015608,Jimmy Meier,Grade 7,jimmy.meier674@school.edu,ASM00609,Mathematics,75,Q015608,A,RES015608,21,28.0,2024-07-12,Mr. Verma,Excused
STU015610,William Landingham,Grade 8,william.landingham834@school.edu,ASM00611,Computer Science,100,Q015610,B,RES015610,78,78.0,2025-06-07,Ms. Nair,Present
STU015611,Anita Westlake,Grade 7,abc@gmail.com,ASM00612,Biology,200,Q015611,A,RES015611,30,15.0,2025-07-25,Ms. Nair,Absent
STU015612,William Cockerham,Class 7,william.cockerham149@school.edu,ASM00613,Chemistry,50,Q015612,B,RES015612,25,50.0,2024-06-20,Mrs. Singh,Absent
STU015613,Herbert Butler,Grade 7,herbert.butler720@school.edu,ASM00614,English,100,Q015613,B,RES015613,56,56.0,2025-12-23,Mrs. Reddy,Late
STU015614,Ken Peel,Grade 6,ken.peel734@school.edu,ASM00615,Biology,50,Q015614,C,RES015614,20,40.0,2025-02-26,Mr. Shah,Present
STU015615,Jessica Pacheco,Grade 7,jessica.pacheco256@school.edu,ASM00616,Accounts,100,Q015615,C,RES015615,85,85.0,2025-06-11,Ms. Nair,Late
STU015616,Delores Jenkins,Grade 8,delores.jenkins994@school.edu,ASM00617,History,50,Q015616,C,RES015616,40,80.0,2024-07-10,Mr. Verma,Present
STU015617,Gloria Humphrey,Grade 12,gloria.humphrey9@school.edu,ASM00618,Accounts,200,Q015617,D,RES015617,109,54.5,2025-11-05,Mrs. Reddy,Absent
STU015618,Samantha Self,Grade 11,samantha.self222@school.edu,ASM00619,Computer Science,100,Q015618,B,RES015618,68,68.0,2025-06-13,Ms. Nair,Present
STU015619,James Tilman,Grade 10,james.tilman923@school.edu,ASM00620,English,150,Q015619,D,RES015619,42,28.0,2025-01-31,Mr. Kumar,Present
STU015620,David Mckay,Class 8,david.mckay526@school.edu,ASM00621,Chemistry,200,Q015620,B,RES015620,149,74.5,2024-02-19,Ms. Nair,Late
STU015621,Lee Saleha,Grade 7,lee.saleha361@school.edu,ASM00622,Physics,50,Q015621,A,RES015621,43,86.0,2025-04-07,Mr. Joshi,Excused
STU015622,Patricia Monroe,Grade 9,patricia.monroe364@school.edu,ASM00623,Biology,150,Q015622,D,RES015622,19,12.67,2024-01-02,Ms. Patel,Present
STU015623,Sara Spillett,Class 6,sara.spillett551@school.edu,ASM00624,History,75,Q015623,A,RES015623,35,46.67,2025-03-24,Ms. Patel,Present
STU015624,John Hellyer,Grade 9,abc@gmail.com,ASM00625,Mathematics,200,Q015624,D,RES015624,76,38.0,2025-08-04,Ms. Nair,Present
STU015625,Sammy Berube,Grade 6,sammy.berube699@school.edu,ASM00626,Physics,100,Q015625,B,RES015625,14,14.0,2024-10-12,Ms. Nair,Absent
STU015626,Frank Schroeder,Class 6,frank.schroeder873@school.edu,ASM00627,Physics,150,Q015626,D,RES015626,103,68.67,2024-10-09,Ms. Nair,Present
STU015627,Bonnie Wilkins,Grade 6,bonnie.wilkins306@school.edu,ASM00628,Economics,200,Q015627,B,RES015627,49,24.5,2024-04-04,Ms. Gupta,Excused
STU015628,Anita Harwood,Class 8,anita.harwood724@school.edu,ASM00629,Economics,200,Q015628,D,RES015628,49,24.5,2024-02-06,Ms. Patel,Absent
STU015629,Sheila Caro,Class 6,sheila.caro293@school.edu,ASM00630,Geography,200,Q015629,C,RES015629,131,65.5,2025-02-04,Mr. Sharma,Late
STU015631,Ernest Wilson,Grade 8,ernest.wilson843@school.edu,ASM00632,Physics,100,Q015631,A,RES015631,81,81.0,2025-01-31,Mr. Verma,Present
STU015632,Harold Keenan,Class 8,abc@gmail.com,ASM00633,Biology,50,Q015632,A,RES015632,17,34.0,2024-10-29,Ms. Patel,Excused
STU015633,Sean Chaplin,Grade 10,sean.chaplin848@school.edu,ASM00634,Chemistry,75,Q015633,B,RES015633,46,61.33,2024-03-23,Mrs. Singh,Late
STU015634,Delores Snyder,Class 8,delores.snyder511@school.edu,ASM00635,History,75,Q015634,B,RES015634,12,16.0,2025-12-16,Mr. Shah,Absent
STU015635,Bonita Johnson,Grade 7,bonita.johnson743@school.edu,ASM00636,Physics,150,Q015635,C,RES015635,128,85.33,2024-11-18,Ms. Gupta,Present
STU015636,Bobby Miller,Grade 12,bobby.miller948@school.edu,ASM00637,History,100,Q015636,B,RES015636,4,4.0,2024-12-21,Mr. Verma,Absent
STU015637,Bessie Lester,Grade 12,bessie.lester900@school.edu,ASM00638,English,200,Q015637,D,RES015637,37,18.5,2025-03-20,Mr. Verma,Absent
STU015638,Mary Klein,Grade 9,mary.klein572@school.edu,ASM00639,Mathematics,100,Q015638,A,RES015638,41,41.0,2025-06-16,Mr. Verma,Present
STU015640,Tina Bryant,Grade 11,tina.bryant194@school.edu,ASM00641,Economics,100,Q015640,D,RES015640,51,51.0,2024-11-01,Mr. Joshi,Excused
STU015641,Crystal Williamson,Grade 7,crystal.williamson542@school.edu,ASM00642,Geography,100,Q015641,C,RES015641,4,4.0,2025-09-05,Mr. Verma,Late
STU015642,Teresa Cleveland,Class 8,teresa.cleveland13@school.edu,ASM00643,Computer Science,150,Q015642,A,RES015642,25,16.67,2024-05-25,Mr. Joshi,Absent
STU015643,Bill Dunlap,Grade 9,bill.dunlap147@school.edu,ASM00644,History,75,Q015643,D,RES015643,69,92.0,2025-06-20,Mr. Joshi,Absent
STU015644,Seth Jamili,Grade 9,seth.jamili243@school.edu,ASM00645,History,150,Q015644,D,RES015644,67,44.67,2024-01-15,Ms. Patel,Absent
STU015645,Stacy Harris,Class 8,stacy.harris597@school.edu,ASM00646,Chemistry,50,Q015645,C,RES015645,21,42.0,2024-05-25,Ms. Nair,Absent
STU015646,Julie Barney,Grade 8,abc@gmail.com,ASM00647,Accounts,100,Q015646,B,RES015646,17,17.0,2025-12-17,Mr. Kumar,Absent
STU015647,Johnnie Nguyen,Grade 9,johnnie.nguyen448@school.edu,ASM00648,Computer Science,75,Q015647,D,RES015647,32,42.67,2024-07-15,Mr. Kumar,Present
STU015648,Sean Bergeron,Grade 6,sean.bergeron713@school.edu,ASM00649,Economics,50,Q015648,B,RES015648,24,48.0,2024-12-23,Mrs. Reddy,Present
STU015649,Cynthia Guilford,Grade 8,cynthia.guilford195@school.edu,ASM00650,Computer Science,75,Q015649,A,RES015649,30,40.0,2024-08-29,Mrs. Singh,Excused
STU015650,John Vanaria,Grade 10,john.vanaria108@school.edu,ASM00651,Chemistry,75,Q015650,D,RES015650,59,78.67,2024-07-04,Mr. Kumar,Absent
STU015651,Karly Dixon,Grade 6,karly.dixon658@school.edu,ASM00652,Accounts,75,Q015651,C,RES015651,20,26.67,2025-01-28,Mr. Sharma,Present
STU015652,Maria Goodman,Grade 12,maria.goodman118@school.edu,ASM00653,Geography,100,Q015652,A,RES015652,44,44.0,2024-02-19,Mrs. Reddy,Late
STU015654,Craig Schuler,Class 7,craig.schuler711@school.edu,ASM00655,Chemistry,200,Q015654,B,RES015654,195,97.5,2025-07-31,Mr. Joshi,Present
STU015655,Joseph Ware,Grade 11,joseph.ware408@school.edu,ASM00656,Mathematics,150,Q015655,B,RES015655,58,38.67,2024-08-27,Ms. Patel,Excused
STU015656,Amber Robinson,Class 7,amber.robinson161@school.edu,ASM00657,Geography,150,Q015656,A,RES015656,86,57.33,2025-03-17,Mr. Shah,Absent
STU015657,Jose Montgomery,Grade 9,jose.montgomery29@school.edu,ASM00658,Accounts,100,Q015657,C,RES015657,24,24.0,2025-11-17,Mr. Joshi,Excused
STU015659,Hester Lemley,Class 6,hester.lemley736@school.edu,ASM00660,Geography,50,Q015659,D,RES015659,18,36.0,2024-12-07,Mr. Verma,Excused
STU015660,Stanley Mccommons,Grade 12,stanley.mccommons131@school.edu,ASM00661,Geography,50,Q015660,A,RES015660,45,90.0,2025-03-15,Mrs. Singh,Absent
STU015661,Hallie Forsyth,Grade 8,hallie.forsyth122@school.edu,ASM00662,Chemistry,200,Q015661,C,RES015661,170,85.0,2025-07-28,Ms. Patel,Late
STU015662,Jami Packer,Grade 10,jami.packer7@school.edu,ASM00663,Computer Science,100,Q015662,C,RES015662,28,28.0,2024-06-25,Mr. Sharma,Late
STU015663,Sandra Martin,Grade 11,sandra.martin664@school.edu,ASM00664,Economics,100,Q015663,C,RES015663,82,82.0,2025-01-14,Ms. Nair,Excused
STU015664,Dana Howard,Grade 11,dana.howard406@school.edu,ASM00665,Economics,150,Q015664,A,RES015664,132,88.0,2025-03-08,Mr. Kumar,Absent
